H_Baju,S_Baju,V_Baju,H_Celana,S_Celana,V_Celana,Label
0.03053079432363881,0.9287873945995909,0.9049712946051871,0.7805307943236388,0.8499621144271415,0.8421766320253792,0
0.3137052553311874,0.7623864586808276,0.5874925472803618,0.8137052553311874,0.7623864586808276,0.5874925472803618,1
0.11344162440675043,0.0,0.47229077508903017,0.977090877410679,0.37249250329502603,0.17152237425190875,1
0.3441778271217508,0.7761013482394721,0.9839389926880161,0.5941778271217508,0.664787868729004,0.7666084703594552,0
0.198728868597153,0.7105885564809371,0.974136522900301,0.198728868597153,0.7053056147694249,0.5555510118318152,1
0.8577609121345142,0.8116680662581401,0.948078633995024,0.9377609121345142,0.8116680662581401,0.948078633995024,1
0.16963991167292503,0.7696509066791657,0.960112720216228,0.919639911672925,0.7188667616721394,0.9158042943210052,0
0.5326111831502897,0.6419903526062909,0.8358061395977311,0.45261118315028964,0.6419903526062909,0.8358061395977311,1
0.8041293804870794,0.7847319885297539,0.7666347385719707,0.05412938048707927,0.6369138869559946,0.6601057429887737,0
0.1947103055474686,0.6478445175566838,0.5264195525323787,0.6947103055474686,0.6478445175566838,0.5264195525323787,1
0.5809101327775328,0.6059144774675177,0.7579016022131149,0.08091013277753278,0.6059144774675177,0.7579016022131149,1
0.574419518822901,0.9918623890388393,0.8683389237134544,0.3244195188229009,0.8927974451549356,0.9930164876703557,0
0.14418575769719844,0.6723635037164851,0.7342183972548719,0.8941857576971984,0.8712771004510449,0.6416418178714058,0
0.10690562655548119,0.779912628142443,0.6840806882876942,0.8569056265554812,0.8534538827241256,0.6237637644586698,0
0.47155585182299276,0.5762604208202936,0.7792118905728791,0.47155585182299276,0.8144143943370813,0.6070710330032147,1
0.2790408407466586,0.528337984345373,0.6293697758928485,0.7790408407466586,0.528337984345373,0.6293697758928485,1
0.08839264390627033,0.6820166894436117,0.6643211703765731,0.33839264390627033,0.6936819769206028,0.675161517209815,0
0.3233705770264601,0.8490747209212588,0.7583831047253976,0.0733705770264601,0.9495458172622717,0.6693047398657498,0
0.01068787673452487,0.9914395814815288,0.887504326492939,0.26068787673452487,0.7906440218642564,0.9961106691739465,0
0.8445197104953863,0.0,0.5348593363344532,0.865784970453878,0.9713633059485136,0.9267352284513152,1
0.09137318228886049,0.6628439666759648,0.9142836858004443,0.3413731822888605,0.9643287966890197,0.7950962633346016,0
0.9335922718875145,0.9657796667206086,0.921610283061385,0.18359227188751448,0.6632680135242439,0.6086011999717353,0
0.504766779825306,0.9259447052322025,0.8040997868776993,0.25476677982530616,0.8042197311473086,0.9107320563347506,0
0.05736000805132324,0.8655088682948087,0.8716103973318459,0.5573600080513232,0.8655088682948087,0.8716103973318459,1
0.1385754063009288,0.8979526130104044,0.6112649085850081,0.3885754063009288,0.6387391401217082,0.8121001131692569,0
0.5972101490074313,0.8431175231690464,0.7598178886153424,0.3472101490074313,0.6256396442925383,0.716672005472053,0
0.5894525176390797,0.9533596322127842,0.8409187382016772,0.3394525176390797,0.731064151492186,0.8138986300344331,0
0.732384322105831,0.578383317320502,0.9546212521696248,0.812384322105831,0.578383317320502,0.9546212521696248,1
0.04992420378701634,0.6732901748096217,0.6783807249221383,0.7999242037870163,0.7014613344275353,0.7645707986937835,0
0.2368648777977176,0.0,0.7911929756304794,0.7259965190594215,0.062366476074914856,0.17241739615816665,1
0.30982634975781176,0.7575569425492276,0.5282455428885844,0.30982634975781176,0.8503614752333063,0.9811214962035641,1
0.9507849154159964,0.7001551657033038,0.9378140018353649,0.7007849154159964,0.9381107202261056,0.6694459238228345,0
0.3302359297642008,0.8326653817802321,0.5700502767761368,0.3302359297642008,0.5185477748439778,0.9843423661580553,1
0.7094379657997111,0.9378661892807192,0.7945010810010992,0.9594379657997111,0.7528534745398482,0.8576326481683914,0
0.37582856313571045,0.6382605671169144,0.9118664126165941,0.12582856313571034,0.6432977964846509,0.9780839752201856,0
0.3993430207713029,0.6113914515227067,0.953187772799743,0.1493430207713029,0.7171660893527816,0.9731323807191001,0
0.2199074803536446,0.9435621363571396,0.8764295037932375,0.4699074803536446,0.7566908434911017,0.6921053113623176,0
0.06260305357155171,0.7116809550015964,0.7146996414815128,0.5626030535715517,0.7116809550015964,0.7146996414815128,1
0.9279226558128887,0.5789297008381712,0.9470141107692334,0.9279226558128887,0.9757258048722733,0.5364543778281352,1
0.836687377360035,0.5426251488976208,0.6751088347879719,0.756687377360035,0.5426251488976208,0.6751088347879719,1
0.6425500725900807,0.0,0.32887391669099425,0.6766402791921786,0.4908232801083654,0.4323289144366276,1
0.9483768884789657,0.9058030789915301,0.8866866643606894,0.4483768884789656,0.9058030789915301,0.8866866643606894,1
0.574778234140267,0.721224471101656,0.8761568763075569,0.32477823414026696,0.6632055048531363,0.8105557714139859,0
0.04110797761487428,0.7176883477433567,0.5027168949149572,0.12110797761487428,0.7176883477433567,0.5027168949149572,1
0.6985109622671917,0.0,0.8617201219586987,0.419582951760035,0.16212320823925264,0.791825182391557,1
0.7390537195309559,0.6801201218153954,0.9697980949836026,0.8190537195309558,0.6801201218153954,0.9697980949836026,1
0.05294374543807989,0.6220647740831033,0.9609748970704983,0.05294374543807989,0.6521954585815393,0.7595336274407563,1
0.5377797101310913,0.6851874350574214,0.8728843105928995,0.7877797101310913,0.649102419500195,0.7659239336059782,0
0.8875424415587662,0.9582965816064946,0.9983433477999271,0.8875424415587662,0.7455314452853739,0.6899134309856114,1
0.8416584564243587,0.9143028397207413,0.7716961588583745,0.7616584564243587,0.9143028397207413,0.7716961588583745,1
0.04220764143937661,0.0,0.30340452406140267,0.5698506502958506,0.5155110112892175,0.08662032041809453,1
0.5752861222937529,0.7166011074852607,0.9644795065761707,0.8252861222937529,0.6045920210807921,0.6450683974796191,0
0.6645493118352228,0.7106526512114602,0.853944901302581,0.4145493118352228,0.6953679128160564,0.6566242426429908,0
0.723984304211788,0.7065937972166515,0.7431743331005766,0.973984304211788,0.7496935358388342,0.7890716795982725,0
0.7690089630641737,0.9333076653027563,0.7407598345705311,0.5190089630641737,0.8605512230052557,0.8018108397409041,0
0.5062007474290761,0.6271395327464567,0.8999182201654895,0.7562007474290761,0.6720176110280681,0.8190222698424442,0
0.7737442214504877,0.628020735377116,0.898360897056773,0.5237442214504877,0.8448421584349414,0.7277300984149704,0
0.15870415248419178,0.9680139023193536,0.8704698040617269,0.4087041524841918,0.6437196062097615,0.866152908927928,0
0.48722989107665415,0.9584710770751513,0.8144994913466378,0.7372298910766542,0.9516745082121819,0.9555385154973076,0
0.06844805920555408,0.772207335919172,0.7488609896564038,0.06844805920555408,0.9227401046235311,0.7508929636187229,1
0.39907076423770593,0.8578126153439647,0.7757775039873716,0.8990707642377059,0.8578126153439647,0.7757775039873716,1
0.2295107336931722,0.6012518775391991,0.694999668895939,0.4795107336931722,0.9693277193865422,0.7201615215914567,0
0.47262771535967973,0.7860678447264698,0.7654829112934793,0.47262771535967973,0.7503204234744063,0.7991202384611844,1
0.30334598869979357,0.9352154569036369,0.5964272710088319,0.8033459886997936,0.9352154569036369,0.5964272710088319,1
0.6794337702350169,0.7600260301320634,0.9788475299410855,0.9294337702350169,0.9684936450232664,0.7919840329528203,0
0.5166104481210408,0.5264846725955556,0.5546121252693551,0.43661044812104083,0.5264846725955556,0.5546121252693551,1
0.9065330576526152,0.0,0.37764159839159905,0.2849701612403315,0.5191228402128891,0.8971986412870337,1
0.37317397452043843,0.6803551397782305,0.6656183298325535,0.45317397452043845,0.6803551397782305,0.6656183298325535,1
0.7326628791769549,0.8695603409345547,0.5650168573502953,0.8126628791769549,0.8695603409345547,0.5650168573502953,1
0.10168119554585997,0.8715745178730552,0.8017741633483415,0.10168119554585997,0.840230131135044,0.9525332136048883,1
0.30307367738826874,0.7536300155888651,0.8449513628933591,0.30307367738826874,0.5287865527681469,0.6619920489726348,1
0.36270161498585385,0.7589801776785733,0.8558853639140498,0.6127016149858538,0.6964088043139222,0.8560663978071765,0
0.9904729036911865,0.7178158575341178,0.9827607879875907,0.24047290369118635,0.9197904431475846,0.6159099732087078,0
0.9484539890152445,0.6929745825343284,0.919897484318083,0.19845398901524458,0.6591730344707606,0.9660288326931425,0
0.8591842549792787,0.9541874734705741,0.9457419967225943,0.6091842549792787,0.6027922050088699,0.9815269444526452,0
0.1887969075387994,0.5991877704232009,0.9144896171646306,0.1887969075387994,0.637931693147026,0.984540986865641,1
0.8390559920220484,0.6702055178374627,0.7779464562794542,0.08905599202204839,0.8066963916061474,0.6487429819838837,0
0.21467529485903447,0.8234787160230875,0.6369207574030573,0.9646752948590345,0.6435070506891921,0.7695324358236615,0
0.04428062172344682,0.5957655784632292,0.5125214887169721,0.9642806217234469,0.5957655784632292,0.5125214887169721,1
0.06234219356144011,0.9024496572586518,0.6554822889989227,0.3123421935614401,0.9803412830479843,0.8770906161375751,0
0.20170001000081728,0.8632586100563588,0.809345283863121,0.9517000100008173,0.727802903574603,0.6404080079983924,0
0.6667155088282017,0.8740050075062822,0.6537378971852209,0.9167155088282017,0.6285595637090147,0.9388603105354274,0
0.18427541279301562,0.814830567519814,0.8958624523229168,0.10427541279301562,0.814830567519814,0.8958624523229168,1
0.8173204233551289,0.9367635523733904,0.7033662139155449,0.5673204233551288,0.9026119900935008,0.9128965587504821,0
0.35517852931473626,0.526268409047097,0.501845491700976,0.35517852931473626,0.9425141125834091,0.8348306952048145,1
0.6138119539598376,0.5616275172176584,0.7236324743106449,0.6938119539598375,0.5616275172176584,0.7236324743106449,1
0.7586862273770554,0.5646539693610901,0.5344126293136998,0.2586862273770554,0.5646539693610901,0.5344126293136998,1
0.253010484271773,0.668701699333418,0.6182607889394962,0.503010484271773,0.6746484330984026,0.7342495273316815,0
0.2766610997907507,0.9107090104178892,0.6110599619781217,0.026661099790750598,0.9318731070908695,0.9237804022466856,0
0.43068569510687793,0.5170563823728794,0.8630114109452066,0.9306856951068779,0.5170563823728794,0.8630114109452066,1
0.09689448469045492,0.0,0.22808555520497845,0.16299820016767597,0.3374362797727193,0.58361025806617,1
0.5213852960740029,0.930749851814711,0.7187616243135636,0.7713852960740029,0.8041580013152061,0.9423513890103346,0
0.41129953813079934,0.7431058882503039,0.7768896442951222,0.16129953813079934,0.7741420569502828,0.7786650756523837,0
0.7901549787482463,0.656565647288941,0.6249342182940778,0.7901549787482463,0.9215836895537723,0.7034398001946387,1
0.37809506915435864,0.713055284889031,0.8760696715959847,0.8780950691543586,0.713055284889031,0.8760696715959847,1
0.48551155027295556,0.6045542575232149,0.6059776574437414,0.48551155027295556,0.620953602508497,0.9754079357262672,1
0.2026304796014291,0.8984728313711804,0.752541418347824,0.4526304796014291,0.8386975751392676,0.928443642087032,0
0.4711023814515716,0.7347866751125756,0.9440300740063319,0.7211023814515716,0.9700637348297338,0.9871323257847722,0
0.9250965490130005,0.6531747201337614,0.6608364848125917,0.6750965490130005,0.9382678748740905,0.7620924838493977,0
0.23759398151071953,0.0,0.6754912622585292,0.20697815122262053,0.3404590266747307,0.5264321133842872,1
0.5843635031102603,0.8185037630026399,0.8247647519338293,0.8343635031102603,0.6207964518932351,0.9674283275866102,0
0.6308345839501854,0.5739720269628787,0.7342648744776885,0.6308345839501854,0.7936712508609985,0.627273692265794,1
0.2444033853978167,0.5949795423228311,0.6818099629688097,0.7444033853978167,0.5949795423228311,0.6818099629688097,1
0.24783547504102255,0.896362986470537,0.7394110781021582,0.49783547504102255,0.7499447375340506,0.7357091436388878,0
0.025171985170696964,0.5401534503943817,0.9328619410430489,0.525171985170697,0.5401534503943817,0.9328619410430489,1
0.44704603763606454,0.6868900261800397,0.8221021238048843,0.6970460376360645,0.9529480144847713,0.9047582228371686,0
0.31650303709867667,0.653166643917935,0.7228952629397151,0.5665030370986767,0.9369782078300459,0.7795343946162188,0
0.27703988960957326,0.7994387233683486,0.8694723509503244,0.5270398896095733,0.830757030953529,0.9919336870270004,0
0.17103993259118488,0.9540303604946194,0.9919714189566323,0.4210399325911849,0.8988001236912387,0.6138078298624823,0
0.001988780861695627,0.9790706215130713,0.8843059221824838,0.7519887808616956,0.948242300122649,0.6405925147545,0
0.4288808319259798,0.7093383634270601,0.8817744963489691,0.3488808319259798,0.7093383634270601,0.8817744963489691,1
0.535754433654243,0.77272927012433,0.8172015733378193,0.785754433654243,0.8983986779338398,0.9598192344133565,0
0.4506501239567685,0.6547490310592725,0.7834667708535443,0.7006501239567685,0.7550255227649472,0.6365409368268012,0
0.6455060028055893,0.6242789803301332,0.5818936356077347,0.14550600280558923,0.6242789803301332,0.5818936356077347,1
0.10676206033678459,0.7588219324367473,0.674871623442733,0.6067620603367846,0.7588219324367473,0.674871623442733,1
0.6312667794810022,0.676941797922759,0.7898298598238056,0.8812667794810022,0.6553482452556384,0.6690286370985619,0
0.0756515120816319,0.8221753903815774,0.8974920337197223,0.8256515120816319,0.7575159756499239,0.6463861457826692,0
0.22060445624153846,0.8716244194696117,0.8684904648038214,0.47060445624153846,0.80690400276903,0.6497138476467635,0
0.3440146022977427,0.9315227677335532,0.9538433706300435,0.09401460229774283,0.88128691961563,0.6948371342680522,0
0.14249108224820184,0.9383619533515126,0.9351071478018695,0.8924910822482018,0.9940050308040507,0.9419063269098791,0
0.6407576469262988,0.5864232595213941,0.8240126920374784,0.7207576469262987,0.5864232595213941,0.8240126920374784,1
0.35165800352825116,0.0,0.9772608148697006,0.055632757572414815,0.8352650229914901,0.8689855757940768,1
0.6352957956102655,0.5587373613470694,0.7934486895694288,0.1352957956102654,0.5587373613470694,0.7934486895694288,1
0.9505394118979911,0.0,0.3889908367452617,0.557377846321829,0.02102450627633512,0.6493139762854463,1
0.5469750143234405,0.9231979831880011,0.9754064635529958,0.7969750143234405,0.8753680445989993,0.9379258425674192,0
0.6702462630466687,0.9387413481114366,0.7285661365892206,0.6702462630466687,0.7582648507801948,0.8278647842456459,1
0.9895360764758343,0.962474412479465,0.8571829866489542,0.2395360764758343,0.9264451580879449,0.933174744147484,0
0.6531964477083345,0.8480417470361339,0.8115172048694259,0.5731964477083346,0.8480417470361339,0.8115172048694259,1
0.6494121458722241,0.690541968265985,0.8991581453927529,0.8994121458722241,0.9783024031781191,0.7506369780756363,0
0.0017089230096122288,0.784887446755332,0.8278501432000007,0.25170892300961223,0.9640203327755814,0.6014446021220038,0
0.9666666284744323,0.0,0.44367939815245183,0.9403312127913646,0.11409597530194437,0.8915942070082349,1
0.43223547882986746,0.8209404757081074,0.8800535736934314,0.43223547882986746,0.563181464375152,0.5763656333193918,1
0.5140119290776419,0.94587184239623,0.8695195114559768,0.7640119290776419,0.7853474177915739,0.6084636877435584,0
0.12209213371467842,0.9047873382750238,0.8195363793586701,0.8720921337146784,0.697897348668454,0.7055327709168545,0
0.5970321891686793,0.0,0.7334994695743402,0.5077081992619497,0.4004204971779838,0.9425652141190487,1
0.507141260999691,0.8299011871593783,0.73138072173709,0.007141260999691035,0.8299011871593783,0.73138072173709,1
0.22599983797419676,0.6944691531482199,0.9860193811294026,0.47599983797419676,0.8981421209017655,0.71196338624324,0
0.658226747874023,0.9621827140169528,0.942340663499126,0.40822674787402313,0.7378375211000089,0.9659390561661785,0
0.3524001624417552,0.9646037192195515,0.9012540425598563,0.1024001624417552,0.6305022439065153,0.7875471392320805,0
0.45709381274604877,0.717101665420681,0.9838089483008874,0.20709381274604866,0.620667557258679,0.7479736461540263,0
0.35091242418518676,0.8071457020586053,0.7658045317993966,0.10091242418518664,0.9437678200445342,0.7631289123067881,0
0.1225420498732318,0.7859775738275095,0.9097318528726088,0.8725420498732318,0.6814986655073798,0.6139188951293347,0
0.9227283699814351,0.6756104225338124,0.6500025235002294,0.672728369981435,0.705814150971168,0.7841075934526415,0
0.07439486070951407,0.6224676104284889,0.722247648335596,0.07439486070951407,0.8838094233516345,0.550980027154878,1
0.9529090176917685,0.9238930044010369,0.7893177833268749,0.4529090176917685,0.9238930044010369,0.7893177833268749,1
0.984874713124943,0.7882618123597938,0.6713720113384314,0.23487471312494312,0.8682930984811597,0.8312573958599109,0
0.46021435508789554,0.0,0.747773250723631,0.37512870256760134,0.9918144162109548,0.5029466631873782,1
0.4881417023983011,0.6566894227758507,0.6191203255909148,0.9881417023983011,0.6566894227758507,0.6191203255909148,1
0.22058379050568422,0.9488889363451718,0.7849690497248177,0.4705837905056842,0.7755213812440922,0.8019866657719733,0
0.8580195235626374,0.8476392706653408,0.73046310505647,0.35801952356263733,0.8476392706653408,0.73046310505647,1
0.4633241325759717,0.7239148673745941,0.8590629472945439,0.7133241325759717,0.9147278755805471,0.8741833646941556,0
0.5696873683716316,0.6089320899767621,0.55434515512384,0.5696873683716316,0.6466049755031793,0.8464682128862353,1
0.6988611069011579,0.7117412196075852,0.7573264182265483,0.9488611069011579,0.7608133751119853,0.9608553669234889,0
0.4601508322942478,0.8196185507966991,0.9342769123154531,0.9601508322942478,0.8196185507966991,0.9342769123154531,1
0.11833111179990985,0.735791410233308,0.6181619151862922,0.36833111179990985,0.918899883563864,0.7868800441547066,0
0.9754114046174847,0.5836939852258323,0.7018731092557329,0.47541140461748466,0.5836939852258323,0.7018731092557329,1
0.756258537645222,0.6559793602261693,0.8045822713638239,0.506258537645222,0.7724563529440465,0.9533686199952907,0
0.9188776311357214,0.6609311728374215,0.7688271000586792,0.1688776311357214,0.6172678948665907,0.9141190176700673,0
0.3614044574997417,0.6658575594859243,0.7122022589157285,0.1114044574997417,0.7895217354135262,0.7769745509176981,0
0.275403231511788,0.6870116375309787,0.6452215441492892,0.525403231511788,0.768965688826684,0.6537409718395721,0
0.3453055513056028,0.0,0.5937431512684632,0.6806960296329088,0.8539678620585452,0.45601115563306716,1
0.4257417342464298,0.7495923240947882,0.9167064968331644,0.9257417342464298,0.7495923240947882,0.9167064968331644,1
0.9295467921309771,0.0,0.5746788404703249,0.6041327538306523,0.3532985087796894,0.06244987829005699,1
0.20318881333380756,0.9949689283752745,0.7355714173298216,0.9531888133338076,0.670746258070215,0.8318387817591455,0
0.7642351532788101,0.6498856436381969,0.9783114785559878,0.5142351532788101,0.7316913411940288,0.8078082799836338,0
0.3497103190185149,0.6852453093202704,0.8425463801523717,0.8497103190185149,0.6852453093202704,0.8425463801523717,1
0.4833541058370219,0.8595523344415397,0.7083587382840338,0.5633541058370218,0.8595523344415397,0.7083587382840338,1
0.01856329821723146,0.9188066970208124,0.9869668971507403,0.7685632982172315,0.8374946203173846,0.7661375024954844,0
0.4349361256198614,0.6880629099853511,0.919061852565001,0.1849361256198614,0.9046956222348361,0.9261857389657568,0
0.49040900534207277,0.7563629060838545,0.7215869536649985,0.24040900534207266,0.8072272517610526,0.7970596460477157,0
0.7734499914295445,0.8757660362297761,0.7118206432678822,0.023449991429544514,0.9382922698411248,0.891116030481523,0
0.05866004415692205,0.0,0.298111489621994,0.6553070516220333,0.8390649383793469,0.9030059924170412,1
0.9335731222750514,0.9147810271635345,0.6236034283268078,0.6835731222750514,0.8338392162994005,0.9718890377830488,0
0.922418573105548,0.7325018839167315,0.8030403864525845,0.17241857310554787,0.8248870203408258,0.6662202888904458,0
0.10959032405334657,0.6435721887348277,0.7661395691809633,0.35959032405334657,0.953796162237488,0.6622359737806579,0
0.20879507383437146,0.8247932091748149,0.8624602726694253,0.9587950738343715,0.7902995063969951,0.9813789353898192,0
0.8491523171471551,0.6824904651499363,0.9914211941813973,0.5991523171471551,0.9444223480197879,0.9729583176632302,0
0.7048599829987501,0.7656665621225796,0.6047850597522517,0.4548599829987501,0.6024724809064644,0.7615145242197245,0
0.6546716821783729,0.8901017217894286,0.8144028771291849,0.1546716821783729,0.8901017217894286,0.8144028771291849,1
0.4944925738248903,0.8383278149843723,0.8257148191268716,0.24449257382489042,0.7468733224258802,0.7313985127567806,0
0.004692796240049479,0.6925773044180247,0.6242854163579298,0.7546927962400495,0.6992532988269463,0.8691642603108294,0
0.25908244061115604,0.9116639688610895,0.8505781984381812,0.00908244061115604,0.6132121644664532,0.6395385628305138,0
0.0423881210814121,0.9327809651702523,0.9221061249944499,0.2923881210814121,0.9250278108344195,0.908910926062201,0
0.7382341526139816,0.9898533601885191,0.7205509459522066,0.48823415261398173,0.7368894265786,0.789272162494631,0
0.8382338420717665,0.8435729785913266,0.9669983473798149,0.8382338420717665,0.8659720258268788,0.7520589397177923,1
0.05935903260472475,0.6817030244046847,0.770998944252272,0.30935903260472475,0.9684165601098733,0.9813266853277322,0
0.772092575675132,0.5985086179958928,0.5300750370416601,0.692092575675132,0.5985086179958928,0.5300750370416601,1
0.37906471411093945,0.6311752347976064,0.6942913266032668,0.12906471411093934,0.8065278058934117,0.7239103993479817,0
0.2948910846601255,0.9923785711488526,0.9098245549839421,0.21489108466012546,0.9923785711488526,0.9098245549839421,1
0.9847123743848336,0.5078633425545185,0.5273392283642444,0.4847123743848336,0.5078633425545185,0.5273392283642444,1
0.24477771071531673,0.0,0.2929631551700471,0.46379720703109206,0.47107743366984756,0.11742385710365599,1
0.07068258548817108,0.8609034828127733,0.5440170379299181,0.07068258548817108,0.6443740594274832,0.6310618933783814,1
0.7054558124167172,0.7996354327694605,0.9842608092745749,0.4554558124167172,0.6274485676578889,0.6171213199799395,0
0.3611605033419284,0.5801560085282054,0.9580241025734206,0.3611605033419284,0.5412028988262689,0.8457229944449038,1
0.0631157331947606,0.9166556830121462,0.700142476371123,0.9831157331947606,0.9166556830121462,0.700142476371123,1
0.9567349479532931,0.0,0.5050121551088578,0.8235387038892845,0.5761509149989937,0.8635901270150927,1
0.4786788147689919,0.8933623686390941,0.9546370779424003,0.5586788147689918,0.8933623686390941,0.9546370779424003,1
0.5697638738871098,0.9072971619233569,0.7437615140715763,0.4897638738871098,0.9072971619233569,0.7437615140715763,1
0.9114813442196591,0.7464105167605242,0.8279583475590688,0.6614813442196592,0.8592006092786393,0.7453605213259763,0
0.9439615856960039,0.0,0.2363853233849346,0.9099315420072469,0.7794163622688807,0.5462532786283336,1
0.5557218182981648,0.622743291796025,0.8537960717311119,0.5557218182981648,0.7009784339482044,0.5684086361328873,1
0.18918011587919936,0.9613128733290086,0.8147154010538784,0.10918011587919936,0.9613128733290086,0.8147154010538784,1
0.9831923777088445,0.8913042607082614,0.7936206817450349,0.9831923777088445,0.6748535289794519,0.6867197222005211,1
0.7503013902302827,0.6221476305005074,0.663449995528302,0.0003013902302826388,0.669795405682149,0.76870792695567,0
0.6311065370660573,0.8717187747153795,0.7384282853697504,0.8811065370660573,0.7377226263065727,0.6229480847609552,0
0.412028494294564,0.8705767772293285,0.6518728147797322,0.162028494294564,0.7148498760515086,0.9989941257530449,0
0.1564783388153237,0.8465918884393264,0.9443866997754691,0.1564783388153237,0.8803423150495246,0.6732223826187517,1
0.08588606391984666,0.9843243725299894,0.8555673906832092,0.5858860639198467,0.9843243725299894,0.8555673906832092,1
0.503324761661568,0.9178897893335582,0.9064900839225697,0.25332476166156814,0.7728492275855885,0.7480805486273183,0
0.412008881329762,0.8472515756457063,0.5536143818233259,0.912008881329762,0.8472515756457063,0.5536143818233259,1
0.36212757318928,0.7756678584974813,0.5687227628562934,0.36212757318928,0.8750252196188433,0.745761627102294,1
0.4206171990612517,0.7044427987536724,0.6006038813811868,0.6706171990612517,0.6304813928118328,0.7445151225063164,0
0.258936654250552,0.0,0.6541456375068886,0.32248045343437315,0.5543215700000174,0.8455982162532959,1
0.9422193502374908,0.7755659201459196,0.87354310476355,0.8622193502374909,0.7755659201459196,0.87354310476355,1
0.2748451364612551,0.9052203318376651,0.9539101272837632,0.5248451364612551,0.8009755560334649,0.7230792432420072,0
0.42148958769458666,0.9087738396645655,0.5570662306226233,0.9214895876945867,0.9087738396645655,0.5570662306226233,1
0.42383237344646385,0.6718259257389001,0.5525881952359175,0.42383237344646385,0.8951335642494029,0.5370435728710476,1
0.5276222657406741,0.0,0.8989997376388439,0.3837742753485571,0.7959023934256211,0.6696338759300181,1
0.008736146972343262,0.8257303831723866,0.723868216662644,0.008736146972343262,0.9774409681881918,0.7058543592160773,1
0.7500815003388134,0.9550503044307015,0.7572232399077649,0.5000815003388133,0.7711931663174232,0.998232391280095,0
0.04851265697133711,0.6284777898736954,0.820421703235529,0.2985126569713371,0.6938694221097959,0.9813841818841694,0
0.6160751915112769,0.6807674475829557,0.6796776416895158,0.8660751915112769,0.7814043687518015,0.6350873914786711,0
0.1608477758040454,0.0,0.5170255805787832,0.5176744751136395,0.2649208846511366,0.5736654594381532,1
0.8971099423604366,0.7764591262996189,0.9510551648502683,0.14710994236043673,0.7339309094614023,0.9799275978736086,0
0.4191221413724948,0.7570556554495376,0.7953512198018731,0.16912214137249482,0.6484317707786664,0.7497928343179001,0
0.00787366823857738,0.7995236954662894,0.5314114055542527,0.00787366823857738,0.5675293188568638,0.7984178955805179,1
0.7781296826022952,0.9309347871053841,0.9398425627665246,0.5281296826022952,0.6538689435980959,0.6122114810284812,0
0.4627270988618374,0.6148242969760898,0.6251494938828382,0.7127270988618374,0.76582154838775,0.8261961740200767,0
0.3765306515123804,0.723076313601045,0.6708244871158255,0.8765306515123804,0.723076313601045,0.6708244871158255,1
0.39164670558659653,0.9084123740929358,0.8577345857863647,0.39164670558659653,0.7124319088677378,0.918569880135653,1
0.675303679874265,0.6069466043120674,0.6676049535072662,0.925303679874265,0.8328226542361783,0.8140578408981426,0
0.7837930047507331,0.8233117872357508,0.7185206430129267,0.5337930047507331,0.9053021647488522,0.6257413365658501,0
